,liste_preference
4925,[4859 5157 1426 ... 3293 9593 7131]
4926,[6683  920 2975 ...  617 2550 5379]
4927,[5704 2717 8571 ... 5897 2298 2060]
4928,[4095  534 9219 ...  195 5982 7295]
4929,[3483 3051 2631 ... 3341 6179 1904]
4930,[7429 9265 9560 ...  384 2688  273]
4931,[5327 8655 7974 ... 1635 5865 7360]
4932,[7290  806 3579 ...    6  587 2499]
4933,[6838  237 1129 ...  133 5615 9023]
4934,[5696 5888 6857 ... 1037 7371 1775]
4935,[7161 4834 7189 ... 1497 7092 4330]
4936,[9010 7806 3518 ... 5510 2040 7658]
4937,[6686 9649 9445 ... 2013 3108 2051]
4938,[4873 1683  786 ... 4221 5206 9341]
4939,[5199 1108 6055 ... 4655 4389 1416]
4940,[8983 7280 8004 ... 9707 6589 6177]
4941,[4859 2310 7903 ... 9437  816 8084]
4942,[4914 1199 9600 ... 3264  436 2855]
4943,[6353 1876 2677 ... 9411 6815 7621]
4944,[  22 6888 2150 ... 4972 3692 3094]
4945,[2100 7883 4548 ... 1389 4155 6472]
4946,[5683 8022 8806 ... 4504 3937 8770]
4947,[5304  685 8988 ... 7371 8195 7134]
4948,[5024 1775 3387 ... 7406 3251 4344]
4949,[4939 8330 8385 ... 9240 9677 3530]
4950,[7870 6342 9514 ... 5979 3498 8999]
4951,[9455 8249 7929 ... 8098 3041 2869]
4952,[7985 8060  738 ... 6386 9001 1191]
4953,[9327 2889 9502 ... 2609 3115 7238]
4954,[6589 3134 6897 ... 3102 2170  322]
4955,[3077 7509 7139 ... 6728 7404 6025]
4956,[ 893 5829 6051 ... 9853 3597 7155]
4957,[6072 5475 3960 ... 8560 7309 2588]
4958,[5816 1777 5315 ...   24 8866  247]
4959,[5802 1849 2555 ... 8626 9692 6850]
4960,[6319 4893 8948 ... 4595 1019 6263]
4961,[5850 8231 7864 ... 4548 6193 7185]
4962,[9931 9061 2745 ...  933 7010 1811]
4963,[3168 7738 5810 ... 1717 5421 3955]
4964,[3877 3045 3672 ... 1676 3092 5438]
4965,[7665 2976 1566 ... 4786 9689 8174]
4966,[2548 8999 2917 ... 1632 4373 9400]
4967,[7710  240 1137 ... 2422 4912 8382]
4968,[1850 3691 1301 ... 1343 3717 6274]
4969,[3345 5697 8036 ... 2923 7744 6251]
4970,[6037 3548 9338 ... 1636 5293 8792]
4971,[5825 5334 1785 ... 9511 3713 2042]
4972,[7489 1379 2563 ... 9841 9054 9441]
4973,[5236 9380 4254 ... 8947 6409  697]
4974,[3691  603 2897 ... 3306 4723 2228]
4975,[5266 2365   24 ...  642 5084 7699]
4976,[6554 1249 2649 ...  445 8787 4807]
4977,[1557 2446 1975 ... 8972 6049 1007]
4978,[9465 7367  332 ... 3788 2439 6385]
4979,[9199 7513  525 ... 8429 7733 7762]
4980,[2878 7848  952 ...  559 7752 4771]
4981,[6705 5546 7219 ... 8498 4658  397]
4982,[ 942 9805 4695 ... 1666 4474 2665]
4983,[6790 3117 7127 ... 1055 5540 6326]
4984,[2828 6975 4580 ... 2154 8283 2429]
4985,[4408 4108 1829 ... 8859 4238 1682]
4986,[4479 6613 3371 ... 8743 6599 5272]
4987,[9788 2814 4238 ... 3245 9159 6531]
4988,[8597 2714 6452 ... 4418 3495 7419]
4989,[6047 4956 4290 ... 5230 5617 5720]
4990,[6645 7692 8617 ... 7865 2317  526]
4991,[2066 8924 2318 ...  419 8292 6709]
4992,[5334 4279 2158 ... 9766 9644 1157]
4993,[5018  502 9032 ... 7982 1446 9519]
4994,[1325 9573 7013 ... 2425  986 7201]
4995,[ 395 2119 8316 ... 8616 2535 6490]
4996,[ 913 9069 6954 ...  657 3890 7117]
4997,[5466 1194 5146 ... 8107 8508 4497]
4998,[3857 8499 2982 ... 2011 3581 2043]
4999,[8848 3619 8227 ... 9597 7006 3913]
5000,[5619 1199 2297 ... 1313  346 8831]
5001,[1839  423 9345 ... 6775  868 9591]
5002,[2659  285  349 ... 1407 6177  695]
5003,[2675 7925 5009 ... 5835 9861 3566]
5004,[6709 2306 1482 ... 4470 8480 6922]
5005,[ 232 7960 9436 ... 4471 2287 9317]
5006,[9411 3306 4054 ... 6228 4023 8325]
5007,[2073 3203 3709 ... 8328 2656 2612]
5008,[5766 1727 9380 ... 4417 9815 4291]
5009,[4090 9954 9236 ... 6039 2173 4544]
5010,[7811 2110 9318 ... 3259 6245 7355]
5011,[6987  434 8575 ... 4889 1070 2423]
5012,[3265 3791 8626 ... 7398 6235  220]
5013,[9326 6906 1588 ... 2797 1637 7372]
5014,[9963 6739 3431 ... 5929 4494 9699]
5015,[2875 5526 3879 ... 6715 6249 6950]
5016,[7664  507 2402 ... 7016 7694 6433]
5017,[4201  673  241 ... 9069 7026 3220]
5018,[9706 1702 6410 ... 8571 6321 6143]
5019,[7392  671 1187 ... 1619 1350 6874]
5020,[9021 1149 4021 ... 4873 5471 4913]
5021,[6402 8250 5802 ... 1699 1734 9291]
5022,[9384 3495 9012 ... 2696 2827 5896]
5023,[3407 4210 2975 ... 8680   89 5813]
5024,[ 404 3396 7648 ... 6644 1133 6558]
5025,[   8  974 9752 ... 3185 3773 3044]
5026,[ 166 9787 3915 ... 7109 1198 1579]
5027,[8931 7981 1577 ... 6998 7468 1903]
5028,[9822 3810  945 ... 7152 8840 4632]
5029,[1382  109 2307 ... 6821 5813 7146]
5030,[8524 7636 7490 ... 9655 1222 7743]
5031,[3302 4304 1245 ... 6153 7576 4669]
5032,[9813  435 6123 ... 2171 2337 5223]
5033,[1777 3219 7250 ... 2034 9982 1226]
5034,[ 902 7733 4970 ... 5236 3177 1555]
5035,[3414 9615 1041 ... 9207 4124 2053]
5036,[4267 9475 3285 ... 8383 7975 8106]
5037,[5047 3169 4771 ...  606 2039  104]
5038,[8619 7194 6210 ... 9117 7967  129]
5039,[4175 5448 3939 ...  187 6117 2710]
5040,[1426 1509 5372 ... 5289  959 3650]
5041,[1784 9785 9211 ... 6600 7516 8131]
5042,[8953 6410 2014 ... 9827 3966 3754]
5043,[2544 5801 3521 ... 2335 5893 2979]
5044,[5347 2678 7100 ... 2392  396 4761]
5045,[5625 7000  791 ... 5748 4114 5921]
5046,[ 619 2633 8772 ... 6858 8716 1893]
5047,[2626 2440 2001 ...  947 7815 1492]
5048,[ 521 8810 4292 ... 8829 9677 6529]
5049,[7141 4223 1615 ...  662 2775 4532]
5050,[3089 8372 7527 ... 8239 3341 3474]
5051,[8339 5436 8427 ... 3807 5905 9088]
5052,[5410 3065   62 ... 4036 7555 2571]
5053,[8259 2995 8404 ... 5907  114 9346]
5054,[3205 7609 8594 ...  856 5689 6070]
5055,[5686 7125  268 ... 6405 7377 3833]
5056,[ 993 5991 7574 ... 9039 6874 3186]
5057,[9228 4787 4501 ... 3147  900 2233]
5058,[1802 4375 5084 ... 9402 4267 9960]
5059,[9085 5483 7985 ... 9623 6904 9471]
5060,[2567  213 4241 ... 6594 8073  585]
5061,[ 488 7386 4995 ... 1701 1454 4271]
5062,[3156 7019 4377 ...  793 3746 8522]
5063,[4067 8906 7777 ... 1795   50 7216]
5064,[7803 5147 5428 ... 4253 4740 8631]
5065,[  45 3682 8640 ... 5744 8805 2821]
5066,[9704 9129  674 ... 7848 1881 6207]
5067,[9074  146 6549 ... 5742 6572 6203]
5068,[3072 9365 3723 ... 2559 8348 8638]
5069,[3286 2264 5858 ... 2257 2787  269]
5070,[9950 1030 6434 ... 5501 9809 7047]
5071,[9061 3101 4450 ... 1382 6105 2499]
5072,[7661 9526 5880 ... 4740 7521 4966]
5073,[2462 1083 9454 ... 3660 7404 9653]
5074,[ 580 1641 9621 ... 4699 1093 4910]
5075,[9303 4806 5517 ... 1274 6250  959]
5076,[5203 8996 6938 ... 4768 9460 9259]
5077,[3856 6577 5961 ...  403 5832 2678]
5078,[7676 8993 8901 ... 1980 5000 9840]
5079,[4253 4207 3391 ... 8912 5540 4883]
5080,[ 638 6108 8914 ... 2648 1276 7749]
5081,[1862 4953  928 ... 5861 1573 9192]
5082,[2308 2570 5451 ... 7112 8446 4439]
5083,[ 301 7659 5139 ... 5983 1476 9021]
5084,[8621 8275 4264 ... 9906 4343 7908]
5085,[6192 4817 2857 ... 5805 8968 9489]
5086,[4569 4905 2403 ... 8948 3401 2728]
5087,[7230 3217 5573 ...  943 7890 1807]
5088,[5598 3074 4564 ... 3882 4245 1317]
5089,[6131 6599 8816 ... 8158 6537   68]
5090,[ 458 8088 1567 ... 6452 7864 8047]
5091,[1501 5661 1376 ... 5792 8789 1207]
5092,[3629 1023 8916 ... 2365 5586 9442]
5093,[7173 7393 6551 ... 2729 5807 3881]
5094,[6870 4184 9960 ... 7389 3754 1794]
5095,[3079 1716 5872 ... 8330 1023 2660]
5096,[3850 3990 2269 ... 1061 7801  998]
5097,[3515 6683 5060 ... 2306 8122 7126]
5098,[8614 2958 1352 ... 7807 8988 4549]
5099,[8902 7841 7523 ... 3806 4223 4866]
5100,[5693 8732 8800 ... 7075 1720 3164]
5101,[4460 7057 9743 ... 1305  711 3953]
5102,[1881 5998 2923 ... 1029 7229 1022]
5103,[4242 8142 1078 ... 9799 6014 2800]
5104,[  17 7870 7926 ... 9111 5523 8140]
5105,[5883 5025  981 ... 7731 1042 1759]
5106,[8355 3241 4181 ... 3102 7410 2309]
5107,[2948 8404  128 ... 6843 3309 9078]
5108,[3789 3964  892 ... 1107 8535 2390]
5109,[2931 8271 4382 ... 8240 7876 5566]
5110,[2515 1148 9517 ... 7671 4867 9596]
5111,[6676  761 3842 ... 3060  661 8517]
5112,[ 950 5243 2304 ... 5635 6194 6624]
5113,[9835 9990 3688 ... 4771 8940 7001]
5114,[6371   85  787 ... 7603 5965 7988]
5115,[6120 1241 8326 ... 3864 7082  858]
5116,[6047 6277 9994 ... 9850 3859 5276]
5117,[7798 1013 8938 ... 1237  768 4557]
5118,[5961 2182 5506 ...  126  596 8379]
5119,[2491 2138 1860 ... 4039 1720 1515]
5120,[9726 3593 4283 ... 7689 9996 8262]
5121,[8050 6636 9195 ... 4896 8589 4577]
5122,[ 465 4890 2469 ... 1652 6255 9207]
5123,[5757 2369 9268 ... 7159 2181 4161]
5124,[ 918 9482 5308 ... 8793   64 6821]
5125,[5667 1449 2618 ... 4390 2569 8037]
5126,[6183 2062 7584 ... 9225  527 3218]
5127,[4839 2231 9408 ...  466 7992 7276]
5128,[2994 5492 3420 ... 1255  966 2251]
5129,[5481 1315 7251 ... 5708 4729 9158]
5130,[7868 7098 8746 ...  197 3584 1129]
5131,[3891  932 6421 ... 1001 6191 3409]
5132,[4476 9259 2276 ... 1390  660 5468]
5133,[9203 1533  770 ... 4696 9695 7535]
5134,[2011 5126 8233 ... 8797 5752 3400]
5135,[9487  716 3957 ... 8591 1310 5734]
5136,[5674 7207 2221 ...  586 6421 7683]
5137,[4801 3531 2851 ... 9496 5486 7156]
5138,[5328 9280  589 ... 7521 7549 8319]
5139,[9564 4561 5838 ... 9822 4224 1598]
5140,[7740 9707 6429 ... 6560 8849 9146]
5141,[1289 1703 5129 ... 5780 1261 2496]
5142,[4148  358 4025 ... 3117 4340 5618]
5143,[4264 3621 6961 ... 2749 3603  327]
5144,[4826 5395 3796 ... 1938  184 4368]
5145,[6124 9931  492 ... 9982 7803 7196]
5146,[5574 6473 3370 ... 3780 3804 5175]
5147,[7271 9614 9351 ... 6626 2711 7901]
5148,[8851 3489 8182 ... 9484 9433 9794]
5149,[4857 8509 9373 ... 4920 8695 5769]
5150,[1386 2168 1290 ... 8593 3284 3689]
5151,[3926 2899 5625 ... 3238   78 6645]
5152,[ 928 3102 7553 ... 5953 4726 3545]
5153,[6429 9570 6461 ... 9467 5318 4722]
5154,[9913 5764 6410 ... 9201 4849 6376]
5155,[2344 4006 8613 ... 3453 4173 7484]
5156,[6217   96 2652 ... 4209 5425 8658]
5157,[6504 3961 4265 ... 5464 8569 4648]
5158,[7189 6821 3777 ... 3003 8721 9572]
5159,[4085 4653 3179 ... 4819 7063 2181]
5160,[7031 3778 7077 ... 2016  284 1392]
5161,[ 575 7439 8216 ... 2605 2596 1751]
5162,[ 518 9303 1434 ... 4792 4794 5740]
5163,[1363 4854 4842 ... 6915 1728 2776]
5164,[ 689 3746 1641 ... 8275 3082 5089]
5165,[4485 3627 3786 ... 1771 9511 4956]
5166,[6931 2770 8277 ... 7888 1958 4850]
5167,[6002 3506 1363 ...  705 8964  291]
5168,[ 294 7599 8384 ... 6402 4561 3029]
5169,[8514 8481 4072 ...  140 4298 5826]
5170,[5364 8754 5649 ... 9633 9952 6745]
5171,[6183 5284 4284 ... 2662 2985 7778]
5172,[7306 8909  164 ... 9097 9888 3010]
5173,[4337 1432 7158 ... 1563 9534 7527]
5174,[5540 2551 8845 ... 4401 1083 6417]
5175,[8022 6261 3514 ... 1271 6911 3206]
5176,[ 456 4697 6245 ... 9679 4974 4672]
5177,[1079  233 9432 ... 4032 9021 3186]
5178,[8114 6919 4564 ... 4206 8287 6808]
5179,[9355 6488  124 ... 1014 7866 7658]
5180,[2676 6793 5129 ... 5750 4402 1195]
5181,[3568 3485 4352 ... 6924 3797 4620]
5182,[ 791 9523 9987 ... 5253 5029 1825]
5183,[ 276 1274 3864 ... 6679 7039 3964]
5184,[8339 9325 7716 ... 8157  203 8506]
5185,[4385 9991 9906 ... 4980 9828 9833]
5186,[9867 6711  626 ... 2886 8720 9096]
5187,[7227 2936  261 ... 5998 6859 4354]
5188,[1315 4513 3413 ... 3008 3750 6043]
5189,[6965 1364  805 ... 3272  130 3442]
5190,[3134 8572  900 ... 5587 7746 3666]
5191,[3400 7685 6665 ... 8879 5732 8259]
5192,[2066 9291 3145 ... 5793 3602  639]
5193,[8876 9881 2824 ...   28 5725 7217]
5194,[9302 4188 5442 ...  221  851 3630]
5195,[9079 9880 5570 ...  871 6356 3001]
5196,[3934 7817 6709 ... 2166 4051 1248]
5197,[3978 7466  726 ... 5280 3862 6227]
5198,[4302 9319 8411 ... 6192 6595 9663]
5199,[ 419 6487 1115 ... 7197 7858 7523]
5200,[4675 7171 1599 ... 5064 1495 6564]
5201,[4205 5203 1857 ...  468 2824 9524]
5202,[4788 4299 7449 ... 6961 5525   19]
5203,[4847 7216 8373 ... 5758 3948 3552]
5204,[9151 2013 6266 ... 2450 5226 4405]
5205,[7287 2356 8979 ... 9449 7081 6678]
5206,[7168 8916 8215 ... 6886 9513 6554]
5207,[9008 6136 3250 ... 9306 8084 4581]
5208,[7804 6530 5282 ... 9992  297 9839]
5209,[9933 9336 8613 ...  392 9324 8357]
5210,[4620 4003 1884 ... 3604 1626 4730]
5211,[9972 2323 6254 ... 2762 3142 4620]
5212,[4970 5281 2523 ... 5976 1400 9066]
5213,[7111  657 8334 ... 4915 8203 7702]
5214,[9602 7928 8378 ... 6517 3974 6048]
5215,[6462 2303 2170 ... 9427 2343 3621]
5216,[8502 7566 4266 ... 5208 8501 5466]
5217,[4578 6698 8786 ... 4421 5742 6963]
5218,[ 771 1142 5095 ... 1037 6164 1981]
5219,[9943 8178 7486 ... 5813   90 9285]
5220,[9179 1074 3933 ... 8291 1129 6464]
5221,[5058 4537 9990 ... 5712 9174 9503]
5222,[7886  688 5535 ... 2821 6001 3252]
5223,[1163 1450 6557 ... 9158  948 6068]
5224,[1393 2029 5654 ... 8510 4567 8681]
5225,[6581 7928 2538 ...  549 2293 2023]
5226,[2876 2659 1889 ...  525 6099  490]
5227,[9932 8490 8649 ... 8844 3993 2000]
5228,[7309  950 7824 ... 5840 9493 2871]
5229,[9769 7242 2065 ... 3247 6349  127]
5230,[4101 7898 5347 ... 9532  599  688]
5231,[3587 9122 5896 ... 4688 3295 1963]
5232,[6551 4504 5689 ... 8039  490 9689]
5233,[8650 3908 9962 ... 1650 4941 4266]
5234,[8481 4720  573 ...   71 5651 5748]
5235,[9618 2229 9123 ... 9597 6791 5212]
5236,[3275 2431 2436 ...  476 5456 7698]
5237,[2552 9481 7885 ... 4931 8750 6827]
5238,[ 289 4406 6588 ... 2099 4880 5611]
5239,[6983 5048 6899 ...  899 6693 2329]
5240,[3646 5792 3853 ...  638 5883 8539]
5241,[ 513 5345 3202 ... 8023  212 2915]
5242,[3159 4417 1650 ... 3028 5636 7105]
5243,[1258 6482 7297 ... 6259 6883 6678]
5244,[7582 4967 7336 ... 7149 6651 7806]
5245,[4585 3156 7545 ... 4821 2175 5743]
5246,[5394 5311 2141 ... 6796 6839 3525]
5247,[1068 2014 3755 ... 2389 4898 6256]
5248,[2588 9381 2788 ... 8701 9504 1070]
5249,[4269  532 1500 ... 1003  644 6859]
5250,[1130 4368 6236 ... 5872 4966 4341]
5251,[5158 5083 1963 ... 6901 7613 8127]
5252,[5338 5548 2163 ... 9871 6492 2351]
5253,[4780 5548 9060 ...  354 8622 6068]
5254,[9512 5421 2200 ... 4723 8094 9362]
5255,[7491 2495 5377 ... 2334 2041 1861]
5256,[ 462 9895 6863 ... 7123 5308  780]
5257,[6151  308  230 ... 1869 1288 8141]
5258,[4321 9681 9103 ... 3371 5983  145]
5259,[9078 6760 2419 ... 6347 3659 4044]
5260,[ 981 4355 7338 ... 6547 8457 6996]
5261,[8196 3274 3826 ... 7082 5018 5696]
5262,[6917 1723 4175 ... 1543 3050 2310]
5263,[9658 8227 8409 ... 4643 2858 6245]
5264,[1159  605 1905 ... 5859 2192 2963]
5265,[ 812 8886 3687 ... 6222 9407 7365]
5266,[8914 5468 4244 ... 3221 6369 5610]
5267,[3925 4567 6264 ... 3174 9391 4704]
5268,[1563 8735 3138 ... 2488 3244   42]
5269,[8905 7982 2739 ... 9233 8107 1000]
5270,[3512 9872 3267 ... 5875  135 4909]
5271,[7168 5023 2650 ...  963 2820 7681]
5272,[4967 4092 3668 ... 6654 8750 1428]
5273,[4978 2896 3638 ... 9233 2682 7298]
5274,[9745 7900  508 ... 9203 4988 5569]
5275,[3821 5854 8570 ... 5295 7578 9011]
5276,[1999 6152  834 ...  388 1750 5498]
5277,[8784 9161 8174 ... 2633 7815 3451]
5278,[1232 3049 3376 ... 4330 9252 5406]
5279,[7417 5154 3462 ... 1319 2797  774]
5280,[ 152 9911 2359 ... 7239 2135 2431]
5281,[ 346 4290 3964 ... 8196 3930 2169]
5282,[2343 5159 4293 ... 5343 8405 5735]
5283,[9872  449 9024 ... 6663 2993 4308]
5284,[ 828 6173   23 ... 2546 1018 1704]
5285,[9214 8446  801 ... 8877 8549 1386]
5286,[  16  380 9847 ... 8021 8695  153]
5287,[6839 8416 1904 ... 7588 6176 3159]
5288,[7705 3083 4542 ...  698 6880 6328]
5289,[9127 5926 3456 ...  948 8915 9362]
5290,[1144 9084 8319 ... 1403 6402 6347]
5291,[9135 8524  717 ... 4517 6917 1303]
5292,[6975 9069 6436 ... 8843  794 6544]
5293,[7971 3018 4955 ... 4372 6242 7170]
5294,[9393 5368  521 ... 1380 2215 4428]
5295,[8872 3383 8962 ... 3960 3106 1330]
5296,[2337 4038 3359 ... 4916  642 7478]
5297,[7968 6177  547 ... 7998 7556 5266]
5298,[2394 3601 7887 ... 9818 7122 3555]
5299,[3448 6733 6419 ... 7536 8939 2911]
5300,[8949 5027 3189 ... 3613  360 2010]
5301,[5648 2987 8185 ... 5077 8320 9408]
5302,[9934 7883 5275 ... 5121 9547 5765]
5303,[2159 2666 1210 ... 8647  627 4593]
5304,[6516 3503 6008 ... 6972 5247  793]
5305,[9531 3905 4697 ... 9385 8363 5402]
5306,[7159 9423 6103 ... 9080  417 6119]
5307,[2593  671 4936 ... 5854 7838 9290]
5308,[9896 2221 4463 ... 2682 4625  544]
5309,[7771 1447 5209 ... 3484 6190 1072]
5310,[5254 5624 2928 ...  962 5037 5291]
5311,[2514  477 2584 ... 4152 5090 5942]
5312,[4113 7103 3164 ... 9863 4182  903]
5313,[6192 1635 1020 ... 8014 4313 2993]
5314,[6559 2326 4735 ... 7224 3759  532]
5315,[2370 6599 5593 ... 1791 7114 8421]
5316,[7191 6581 5247 ... 6345 7045 2961]
5317,[9586 9762 2495 ... 1532 3727 4796]
5318,[4854 9944  119 ... 1214 1973 6242]
5319,[8723 6512 1706 ... 2967  240  684]
5320,[5050 4204  664 ... 7879 5699 5078]
5321,[3204 7160 5166 ... 6115 4195  877]
5322,[9152 6415 5464 ... 9884 5643 6734]
5323,[3241 7316 9753 ... 1486 5317 4926]
5324,[5400 7764 5441 ... 8587 9760 6888]
5325,[4740 7818 2829 ... 8742 7453 7400]
5326,[1860 4328 3079 ... 6782 8871 5466]
5327,[ 123 8521 1311 ... 5900 7975 8442]
5328,[8216 4296 1717 ... 6386 7655 5758]
5329,[  47 4257 2739 ... 4435 7692 8712]
5330,[4009 4959 8929 ... 9406 7218 3350]
5331,[1284 6931 9050 ... 5146 1128 2678]
5332,[4949 1504 4972 ... 9195 8879 8526]
5333,[3375 1475 2407 ... 5594 8245 7354]
5334,[ 982 2869 6028 ... 2671 2910 8787]
5335,[5049 5927  581 ... 3047 4118 9933]
5336,[2439 6679 8097 ... 6591 9246 9412]
5337,[1201  365 6387 ... 8766 9185 3218]
5338,[ 575 8034 6928 ... 2891 6100 1528]
5339,[9032 2882 4972 ... 2303 6967 6952]
5340,[6505 9563 3245 ...  239 9456 4376]
5341,[2267 1431 6447 ... 1631 2331  222]
5342,[8407 3199 5880 ... 5593 7373 9546]
5343,[8344 7567 1401 ... 1586 6418 2331]
5344,[6190 8957 3253 ... 4095 8374 3577]
5345,[5920 2186  593 ... 7726 5127 3124]
5346,[ 215 4951 7610 ... 8603 4611 7476]
5347,[6680 5945 2027 ... 4782 2420 6570]
5348,[7362 8483 7839 ... 4076 1511 1890]
5349,[4239 4630 7910 ...  474 4304  605]
5350,[5813 1754 9138 ... 6967 3007 7659]
5351,[1004 8035 2570 ... 8049 4373 5424]
5352,[2553 6662 2891 ... 1866 6611 9391]
5353,[5768 9605 1476 ... 6283 5066 1575]
5354,[ 443  693  530 ... 2699 5918 2149]
5355,[3366 7714 7344 ... 4833 7350 6655]
5356,[2016 3386  980 ... 1980   99 8252]
5357,[3360  460 1530 ... 1408 6915  951]
5358,[4707 5590 4607 ... 6604 3807 8720]
5359,[ 539 9180 8541 ... 6923 1720 5384]
5360,[2939 2343 9819 ... 7654 5420  926]
5361,[5279 1368 7391 ... 2898 5818 3327]
5362,[1447  388 4660 ... 1666 9040  557]
5363,[6439 4064 9871 ... 6525 4778 9509]
5364,[6530 3642 7223 ... 2532 5065 2533]
5365,[5706 8245 1589 ... 2730 3743 2309]
5366,[3455 9461 8194 ... 4974   55 2915]
5367,[4771 4971 3747 ... 7465 4476 7865]
5368,[8360 4829 7624 ... 8509 7120 5717]
5369,[3825 3728 8719 ... 3705 9143 2815]
5370,[ 979  552 7338 ... 2129 7878 8931]
5371,[4562 7814 1851 ... 8432 9918 1166]
5372,[4163 7350 9800 ... 9423 1513 5806]
5373,[3292 9696 3809 ... 5327 4800 7608]
5374,[5106 1948 4665 ... 9322 3703 4935]
5375,[ 899 1929 5833 ...  532 3147 5407]
5376,[9568 7450 2884 ... 7680 6291 8744]
5377,[6554 3502 3334 ... 6897 9409 9323]
5378,[6991 3874 7852 ... 9571 8819 4288]
5379,[4524 3191  739 ... 4050 4056 9185]
5380,[1337 4440 4484 ... 2634 2224 8617]
5381,[3323 8915 3197 ... 1565 4796 8762]
5382,[4183 5578 4346 ... 7273 2038 6674]
5383,[2764 5755 8768 ... 7490 3827 1292]
5384,[1120 4170 5510 ... 1397 7244 3219]
5385,[3326 3300 1945 ... 3664 5625 6870]
5386,[ 875 1327 6986 ...  755 1885 4836]
5387,[7536 7544 2776 ... 1898 5537 1481]
5388,[9778 6402 4169 ...  362 2899 3828]
5389,[8707 5318 5696 ... 7611 8545 2796]
5390,[4291 5471 6409 ... 2307  324 5478]
5391,[ 583 7598 6130 ... 4488 5158  473]
5392,[8663 3970 8570 ... 4173 6866  886]
5393,[1584 6540 3185 ...  904 3491  534]
5394,[5460 3116  715 ... 7899 8902 5406]
5395,[8585 3160  414 ... 5874 1156 1499]
5396,[4452 4938 2992 ... 4165 7853 9204]
5397,[7073 9058 5540 ... 9862 4380 4580]
5398,[ 694 1784 8464 ...  260 2086 7298]
5399,[3447 5201 2266 ... 6699 3077 7464]
5400,[3824 3414  943 ... 5517 5375 6941]
5401,[3401  592 9342 ... 1922 2546 5585]
5402,[3024 5936 9810 ... 3037 9232 8951]
5403,[ 555 1188 8488 ... 9663 1684 8422]
5404,[9934 3358 2745 ... 1581 7721 1510]
5405,[5603 9681 5547 ... 6630 8828 2679]
5406,[7918 6773 3201 ... 5436 9375 9017]
5407,[8928 6080 9685 ... 8567 9800 2398]
5408,[5540 5601 1192 ... 5299 8474 7072]
5409,[5066 3856 8102 ... 6375 8688 1350]
5410,[ 453 8797 4242 ...  228  616 9457]
5411,[3610 4859 5326 ... 8035 9103 4509]
5412,[7783 2095 1806 ... 1572 2052 4473]
5413,[3001 8269 9317 ... 6524 4731 3272]
5414,[2240 7153 5241 ... 9101 7387 7136]
5415,[2930   83 4345 ... 4455 1802 1556]
5416,[ 370 8860 7681 ...  457 8048 9133]
5417,[4626 7050 5458 ... 2852 5300  670]
5418,[2088 1889 8609 ... 9282 8861  895]
5419,[4519 8854 6762 ... 4826 2270 5968]
5420,[7247 3671  274 ... 1549 4645 3937]
5421,[2862 5625 9938 ... 9353 7251 3142]
5422,[9610 5645 4511 ... 2734 1864 4480]
5423,[5547 2430 5688 ... 9608 4427 4886]
5424,[8105 5069 2593 ...  916 4579 1514]
5425,[3120  384 3217 ... 2502 2211 9063]
5426,[6193 2410 3692 ... 9174 4203  952]
5427,[6393 5576 4200 ... 1488 9661 5058]
5428,[6218 7715 9494 ... 9939 7462 6213]
5429,[3529 2641 7001 ... 6217 2127 9846]
5430,[7654  379 8959 ... 2142 2299 2271]
5431,[1370 5916 6270 ... 2602 6468 6093]
5432,[ 190 4988 8949 ... 7315 9447 8209]
5433,[2090 3285 4516 ... 8439 2555 2931]
5434,[7546 1264 8579 ... 4103 3454 6999]
5435,[5002 6315 1171 ... 4166 2533 1087]
5436,[9105 7194 7393 ... 9041 6534 2655]
5437,[2516  161 1811 ... 4672 2079 5130]
5438,[9569 3058 7649 ... 8661 6622 4911]
5439,[9513 7488 9082 ... 1824 1821 2364]
5440,[ 925 4221 3335 ... 4249 4358 5668]
5441,[3188 2685 9484 ... 6425 6074 1867]
5442,[4785 1227 7624 ... 7216 6153 9444]
5443,[4336 9759 2786 ... 7775 8855 1953]
5444,[7946 4675 8364 ... 9443 5460 9000]
5445,[7006  174 6381 ... 4763 4378 3553]
5446,[8545 9077 5168 ... 2231 9664  216]
5447,[1826 5055  968 ...  942 3901 3661]
5448,[6688 3677 4665 ...  600 5476 6047]
5449,[ 644 6070 9886 ... 2299 4843 7854]
5450,[1455 7612 6161 ... 3250 8069 9846]
5451,[7480 2042 9896 ...  177 9564 1776]
5452,[7320 2272  773 ...  228  780 9031]
5453,[3179 1890 8700 ... 1374 4794   43]
5454,[4159 3228  282 ... 9156 5780 7498]
5455,[9927 4682  302 ... 5783 7212 7141]
5456,[6131 5552 6816 ...  873 1379 2477]
5457,[1732 4393 9730 ... 1085 2454 8894]
5458,[8820 8472 2535 ... 3770 9862 2653]
5459,[5780 5969 1866 ... 6758 6000 8558]
5460,[6145 9566 8440 ... 8462 7857 7358]
5461,[9210 6647 7288 ... 8710 3153 1485]
5462,[1865 3602 5963 ... 8344  371 2403]
5463,[8413 3910 2595 ... 5337 7852 9844]
5464,[7930 3068 3626 ... 7674 7181 2592]
5465,[4206 5157 9669 ... 7062 6847 8407]
5466,[7457 2157 8319 ... 2859  713 9711]
5467,[9636 7943 7384 ... 7767 9419 8398]
5468,[2867 6766 5079 ...   99 4374 7745]
5469,[4301 3041 3954 ...  801 9974 1049]
